url,title,price,parsed_area,parsed_floors,parsed_rooms,extra,lat,lon,building_type,complex_name,build_year,floor_info,full_area,ceiling_height
https://krisha.kz/a/show/762195562,1-комнатная квартира · 16.6 м² · 1/5 этаж,15000000,16.6,1/5 этаж,1,"Пластиковые окна, счётчики, тихий двор.",43.248961468615,76.899296055225,панельный,,1982,1 из 5,16.6 м²,
https://krisha.kz/a/show/760033713,2-комнатная квартира · 52.3 м² · 4/5 этаж,29000000,52.3,4/5 этаж,2,"Кухня-студия, новая сантехника.

🏡 Просторная 2-комнатная квартира! 🏢 
 
🌟 Преимущества: 
✅ Расположение: Престижный район Алматы 🏙️ 
✅ Площадь: 52.3м² – комфортное пространство для жизни 🛋️ 
✅ Ремонт: Современный, с качественными материалами 🎨 
✅ Этаж: 6/10 – идеальный баланс между видом и удобством 🔝 
✅ Безопасность: Огороженная территория, охрана и видеонаблюдение 🔒 
 
🚗 Парковка – всегда найдётся место для вашего авто! 
🏪 Развитая инфраструктура – рядом школы, детские сады, магазины и ТРЦ. 
 
📞 Звоните прямо сейчас и успейте купить свою мечту! ☎️ 
 
Если хочешь что-то изменить – говори!",43.293337811974,77.008923761423,монолитный,Medeu City,2021,4 из 5,52.3 м²,
https://krisha.kz/a/show/761667908,3-комнатная квартира · 77 м² · 8/8 этаж,71000000,77,8/8 этаж,3,"Неугловая, комнаты изолированы, тихий двор.

🏡 Продаётся квартира в ""Золотом квадрате"" Алматы! 
 
✨ Преимущества локации: 
✔ Престижный район с развитой инфраструктурой 
✔ Рядом школа-гимназия №120 и детский сад №20 
✔ Зелёный парк и современная игровая площадка 
✔ В шаговой доступности театр им. Лермонтова 
✔ Множество кафе, ресторанов и прогулочных зон 
 
📌 Идеальный вариант для комфортной жизни в центре города! 
📞 Звоните для получения подробной информации и записи на просмотр!",43.244125,76.943731,панельный,,1972,8 из 8,"77 м², Площадь кухни — 12 м²",
https://krisha.kz/a/show/761184892,2-комнатная квартира · 39.7 м² · 2/4 этаж,28500000,39.7,2/4 этаж,2,"Пластиковые окна, неугловая, комнаты изолированы, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор, кондиционер.

Продаётся уютная 2-комнатная квартира по адресу: город Алматы, проспект Ермека Серкебаева, дом 13. 
 
Описание квартиры: 
 
🛏️ Комнаты: 2 изолированные, неугловые 
 
🏢 Этаж: 2 из 4 
 
📐 Площадь: 39.7 м² 
 
🚿 Санузел: совмещённый 
 
🔒 Безопасность: домофон 
 
🌳 Двор: тихий, зелёный, хорошие соседи 
 
Инфраструктура: 
 
🏫 Образование: рядом расположены школы №94 и №22 имени Маяковского 
 
🛒 Магазины: в шаговой доступности 6 овощных магазинов, хозяйственный магазин, 3 мини-маркета 
 
🏥 Медицина: аптеки в непосредственной близости 
 
🍽️ Общественное питание: кафе и рестораны поблизости 
 
🍽️ Кафе и рестораны: 
 
Capito — винный ресторан с кухней, расположенный по адресу проспект Серкебаева, 136. 
 
Aurora Cafe Shop & Bar — кафе с винной картой и кухней, находящееся на проспекте Серкебаева. 
 
Six Coffee+Wine — кофейня с винной картой и панорамным видом, предлагающая разнообразные напитки и блюда. 
 
🏋️ Тренажёрные залы: 
 
PYRAMID CENTER — фитнес-центр с современным оборудованием, предлагающий индивидуальный подход к каждому клиенту. 
 
Technofit — тренажёрный зал на проспекте Абая, предоставляющий два этажа фитнес-пространства с необходимым оборудованием. 
 
Atmosfera — фитнес-центр на улице Зенкова, 59, работающий до 21:00. 
 
🏞️ Отдых: недалеко от Ботанический сада 
 
🚏 Транспорт: удобная транспортная развязка, остановки общественного транспорта в нескольких минутах ходьбы 
 
📞Звоните, для получения дополнительной информации и организации просмотра 
 
19979178",43.223941,76.895995,кирпичный,,1962,2 из 4,"39.7 м², Площадь кухни — 6 м²",
https://krisha.kz/a/show/1000285056,1-комнатная квартира · 31.08 м²,28469280,31.08,,1,,43.199362108808,76.798064060207,монолитный,DASTUR,2026,,31.08 м²,3 м
https://krisha.kz/a/show/761630187,2-комнатная квартира · 47.1 м² · 6/10 этаж,27000000,47.1,6/10 этаж,2,"Пластиковые окна, неугловая, кухня-студия, встроенная кухня, новая сантехника, счётчики, тихий двор.

🏡 Продаётся 2-комнатная квартира в мкр. Аккент 
 
📍 Расположение: мкр. Аккент, Алматы 
 
✨ Основные характеристики: 
✔️ Площадь: 47,1 м² 
✔️ Этаж: 6 из 10 
✔️ Состояние: новая, никто не жил 
✔️ Планировка: изолированные комнаты, кухня-студия 
✔️ Санузел: совмещённый 
✔️ Отделка: ламинат, металлическая входная дверь, пластиковые окна 
✔️ Безопасность: охрана, домофон, видеонаблюдение 
 
🏡 Преимущества: 
✔️ Современный дом (2023 г.) — качественная постройка 
✔️ Тихий двор с детскими и спортивными площадками 
✔️ Отличная звуко- и теплоизоляция благодаря пластиковым окнам 
✔️ Квартира меблирована — заезжайте и живите! 
✔️ Хорошие, тихие соседи 
 
📍 Инфраструктура: 
✔️ Школы и детские сады: 
 
Общеобразовательная школа №181 (9 мин. пешком, 752 м) 
✔️ Магазины и торговые центры в шаговой доступности 
✔️ Отличная транспортная доступность — удобные остановки рядом 
⚡ Квартира не в залоге, подходит под ипотеку! 
 
📞 Звоните, чтобы узнать подробности и записаться на просмотр!",43.241340485664,76.810090851075,монолитный,Аккент,2023,6 из 10,47.1 м²,
https://krisha.kz/a/show/761499954,2-комнатная квартира · 70 м² · 7/7 этаж,33000000,70,7/7 этаж,2,"Пластиковые окна, неугловая, улучшенная, комнаты изолированы, встроенная кухня, новая сантехника, счётчики, тихий двор, кондиционер.

Продается современная, улучшенная квартира в идеальном состоянии! 🏡✨ 
Сделан дорогой евроремонт в 2024 году. Всё выполнено с использованием качественных материалов, квартира готова к проживанию без дополнительных вложений. 🔨💎 
Перепланировка узаконена. Квартира не сдавалась в аренду, использовалась исключительно для личного проживания. 
 
Основные преимущества: 
 
Цена квартиры с ремонтом и мебелью — 💰 
 
Оформление через ипотеку возможно. 🏦 
 
Удобное транспортное сообщение в разные направления 🚗🚌. 
 
Новые детские площадки для удобства семей с детьми 👶👧. 
 
Документы в полном порядке, без каких-либо препятствий для сделки 
 
Звоните в любое время, организую показ по удобному времени! 📞",43.272466903006,76.829214516536,монолитный,Sofia,2024,7 из 7,"70 м², Площадь кухни — 21 м²",
https://krisha.kz/a/show/760828192,2-комнатная квартира · 51 м² · 2/8 этаж,27000000,51,2/8 этаж,2,"Пластиковые окна, неугловая, кухня-студия, новая сантехника, кладовка, счётчики, тихий двор.

Продается 2-комнатная квартира в предчистовой отделке! 
Сан узел полностью готов к эксплуатации. 
 
Осталось только пол и потолок выровнять, стены выровнены. 
Остались стройматериалы, они входят в стоимость квартиры. 
 
Отличный востребованный 2 этаж! 
 
Имеется кладовка большая можно её переоборудовать в полноценную комнату. 
 
Транспортная развязка идёт в любую точку города. Рядом находятся крупные рынки, такие как Кенжехан, Казына, Арлан. 
 
На территории имеется своя наземная парковка. 
 
Документы в порядке на руках, ипотеку проходит! 
 
Дополнительная информация по телефону 📲 
 
С уважением, Айнур.",43.3163,76.89657,монолитный,Dostyk,2023,2 из 8,"51 м², Площадь кухни — 51 м²",
https://krisha.kz/a/show/760446362,1-комнатная квартира · 52 м² · 9/10 этаж,27900000,52,9/10 этаж,1,"Пластиковые окна, неугловая, улучшенная, кухня-студия, встроенная кухня, новая сантехника, кладовка, счётчики, тихий двор.

Представляем Вашему вниманию 1-комнатную просторную квартиру в Жилом комплексе «Alma City 5». 
 
Расположение 
Находящийся в Наурызбайском районе, рядом с пересечением ул. Алтын Орда и пр. Алатау, общей площадью 52 кв. м. 
 
Монолитная конструкция этого дома обладает высокой сейсмостойкостью, так как высокая жёсткость каРКаса сводит к минимуму склонность к трещинообразованию. 
 
Преимущества: 
✅ Высота потолков составляет 2, 8 м. 
✅ Очень приятный микроклимат. Летом прохладно, а зимой очень тепло. 
✅ 1 с/у, просторный с ванной. 
✅ Свежий евроремонт. 
✅ Лифт. 
 
С окна открывается изумительный вид на город и горы 🏔️ 
 
Во внутреннем дворе размещены скамейки, беседки, детские площадки. 
 
Инфраструктура 
Развитая инфраструктура района дает возможность для Вашего комфортного проживания. 
 
Благодаря отличной транспортной доступности отсюда легко и быстро добраться в любую точку города. 
 
Поблизости расположены школа-лицей #207, мед центр Family clinickz, компьютерный клуб Zloy Cyber Arena, продуктовые, овощные и бытовые магазины, магазин одежды Cotton, салон красоты Ademai, аптеки, магазин косметики, банкоматы и тд. 
 
При покупке мебель остается частично. 
 
Цена указана при условии покупки за наличный расчет. 
 
Объект находится под эксклюзивным правом реализации. 
 
Желаете посмотреть? 
звоните! 
 
С уважением, Айдын.",43.217575076539,76.774316342349,монолитный,Alma City 5,2022,9 из 10,"52 м², Площадь кухни — 16 м²",
https://krisha.kz/a/show/760302395,1-комнатная квартира · 50 м² · 6/9 этаж,27700000,50,6/9 этаж,1,"Пластиковые окна, неугловая, комнаты изолированы, кухня-студия, новая сантехника, счётчики, тихий двор, кондиционер.

🔥 Преимущества квартиры: 
 
✅ Полностью меблирована 🛋️ – заезжай и живи! 
✅ большая Кухня 🍽️ – простор и удобство для готовки и отдыха. 
✅ Остеклённый балкон 🌞 – дополнительное пространство. 
✅ Тихий двор 🌳 – спокойствие и уютная атмосфера. 
✅ Развитая инфраструктура 🏫 – магазины, школы, детские сады рядом. 
✅ Видеонаблюдение и домофон 📹 – безопасность для вас и вашей семьи. 
✅ Отличное расположение 🏙️ – рядом “Алматы Арена” и супермаркет Magnum. 
 
📞 Звоните, чтобы договориться о просмотре! 
 
#10082023",43.252792239977,76.824451082497,монолитный,Акбулак,2011,6 из 9,"50 м², Площадь кухни — 20 м²",
